scraped_at,modele,finition,prix,annee_mise_en_circulation,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,nb_porte,nb_place,couleur,sellerie,classe_emission,emission_CO2,crit_air,usage_commerciale_anterieure,url_annonce
2025-04-09,Mercedes-Benz GLA,200 d Sensation 7G-DCT,22 990 €,20.06.2019,72 155 km,Diesel,Double embrayage / DCT,136 CV / 100 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/mercedes-benz-gla/id/729b1ee2-d7cc-4aae-be5b-bd0baa12e663/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C3,1.2 PureTech Shine,10 490 €,18.07.2020,48 786 km,Essence,Boite de vitesse manuelle,82 CV / 61 kW,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/citroen-c-3/id/881fdf40-f5bf-4f1e-a9dd-a9e0bb11bc91/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Ranger,2.0 EcoBlue Super Cabine Limited Auto,35 190 €,10.06.2022,48 541 km,Diesel,Boite de vitesse automatique,213 CV / 157 kW,2,Pickup,2,4,Bleu,Cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/ford-ranger/id/925019fe-5290-426b-8ab6-3efa35a0fcf6/?financePeriod=84&cashAmount=50000&impression_id=MjhmN2ViYmYtODVjYi00ZjUyLTliMjItZmYxNTAxODlmMWFhKzE3NDQxODIwNzc3NTU%3D
2025-04-09,Opel Crossland X,1.2 Turbo Innovation,10 490 €,14.02.2018,53 391 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,1,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/opel-crossland-x/id/470e3251-8420-49b8-94b2-f3410896fc55/?financePeriod=84&cashAmount=50000
2025-04-09,Hyundai Tucson,1.6 T-GDi Plug-In-Hybrid HTRAC Executive BVA6,31 590 €,29.09.2022,39 094 km,Hybride,Boite de vitesse automatique,265 CV / 195 kW,3,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,31 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/hyundai-tucson/id/7320b2a6-5b6e-4b05-85d3-f198603c3a49/?financePeriod=84&cashAmount=50000&impression_id=YmRiNTFhY2UtNDk5MC00ZWE1LTk1NWMtYzBkYWU5Yzc0MjI2KzE3NDQxODE3ODI1ODY%3D
2025-04-09,Renault Arkana,1.3 TCe RS Line EDC,23 790 €,22.06.2023,32 463 km,Essence,Double embrayage / DCT,160 CV / 116 kW,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,132 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-arkana/id/0d2dec2a-642c-4c8c-bedf-da8a61f54565/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Roc,1.5 TSI EVO Style DSG7,24 890 €,14.06.2022,87 592 km,Essence,Double embrayage / DCT,150 CV / 110 kW,1,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,143 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-t-roc/id/2f80331e-d91a-4515-8706-17f4e109903b/?financePeriod=84&cashAmount=50000&impression_id=OWZjMWI5OTgtYTdmMS00ZWViLWE4NTAtZTRmMTE1OGMxMzNjKzE3NDQxODE5MjAxNDc%3D
2025-04-09,Renault Captur,1.3 TCe Intens,12 390 €,05.03.2019,87 756 km,Essence,Boite de vitesse manuelle,131 CV / 96 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,128 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-captur/id/3d8e7273-d98a-4857-8e53-589d064d73a4/?financePeriod=84&cashAmount=50000
2025-04-09,Nissan Micra,1.5 dCi N-Connecta,10 290 €,04.08.2017,81 860 km,Diesel,Boite de vitesse manuelle,90 CV / 66 kW,Inconnu,Citadine,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,85 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/nissan-micra/id/355182c9-7f27-4c8e-9d79-078503c0a515/?financePeriod=84&cashAmount=50000&impression_id=NTg0MTU0NzgtYTFhZi00ZjBiLWFlNDUtMjkwZWMzMDkyNjQ5KzE3NDQxODE3OTg0Nzk%3D
2025-04-09,Toyota Aygo X,1.0 VVT-i Active,12 290 €,26.10.2022,30 747 km,Essence,Boite de vitesse manuelle,72 CV / 53 kW,2,Citadine,5,4,Blanc,Tissu (Sellerie d'origine),EURO 6,108 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-aygo-x/id/42885477-e1e9-492d-91c5-fdd0c662d6b0/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Ranger,2.2 TDCI Super Cab Limited Auto,25 990 €,31.08.2018,40 260 km,Diesel,Boite de vitesse automatique,160 CV / 118 kW,2,Pickup,3,4,Blanc,Cuir (Sellerie d'origine),EURO 6,207 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/ford-ranger/id/12aa9d28-d11a-4cde-9a42-e9c5bae0199b/?financePeriod=84&cashAmount=50000&impression_id=NjhmNzUxMzEtY2E3Ni00NjBlLWE5MzYtYmMwYjVhNzA3NjBmKzE3NDQxODIwMjUwNzU%3D
2025-04-09,Kia XCeed,1.6 CRDi ISG MHEV Premium DCT7,20 490 €,06.05.2022,65 923 km,Diesel,Boite de vitesse automatique,136 CV / 100 kW,2,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,135 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/kia-x-ceed/id/e00f0987-2788-4381-89ae-61e675819737/?financePeriod=84&cashAmount=50000&impression_id=ZTg5M2EzZGEtYzlhZS00YmMxLTk1MmItOWI2NjdkZWFiN2U0KzE3NDQxODIxNTEzNjU%3D
2025-04-09,Nissan Qashqai,1.3 Mild Hybrid Tekna Xtronic,22 990 €,04.08.2021,48 593 km,Essence,Boite de vitesse automatique,158 CV / 116 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,146 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/nissan-qashqai/id/b03598fb-fe70-4232-a8d0-e8f7aa29cec3/?financePeriod=84&cashAmount=50000&impression_id=ZDQwODU0OGUtNzEzOC00OWMzLTkxZmQtNWVmYTc4YzRhMDU5KzE3NDQxODE3ODc4ODA%3D
2025-04-09,Peugeot 308,1.2 PureTech Feline EAT6,10 190 €,21.02.2017,66 325 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,4,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,112 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/peugeot-308/id/f8031a5e-962c-4b66-8fbf-5dc222c96392/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota Yaris,1.5 Hybrid Design,17 890 €,09.04.2021,10 526 km,Hybride,Boite de vitesse automatique,116 CV / 85 kW,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/toyota-yaris/id/772681b1-3699-4ad3-a494-7e5f41ea9f3d/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz GLA,200 d Fascination 7G-DCT,22 290 €,04.08.2017,83 656 km,Diesel,Double embrayage / DCT,136 CV / 100 kW,3,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-gla/id/86f2ef9a-470d-4296-aab5-e05e7d8e29ec/?financePeriod=84&cashAmount=50000&impression_id=YmEwYmNiN2ItYmYxMi00ZmZiLTk1NjQtNGQ4Yzk2YWMzOWYwKzE3NDQxODE4OTM2NDI%3D
2025-04-09,Peugeot 2008,1.2 PureTech Crossway EAT6,9 090 €,16.05.2017,97 145 km,Essence,Boite de vitesse automatique,110 CV / 81 kW,1,SUV,5,5,Blanc,Alcantara (Sellerie d'origine),EURO 6,110 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/ffb821d9-c9a7-4dff-b948-a62f50b0eed2/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Lodgy,1.5 Blue dCi 15 ans,14 690 €,09.10.2020,83 949 km,Diesel,Boite de vitesse manuelle,115 CV / 85 kW,1,Monospace,5,7,Gris,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/dacia-lodgy/id/23aae5ce-00f5-49be-af89-6ef02a29c558/?financePeriod=84&cashAmount=50000
2025-04-09,Fiat 500,1.2 Lounge,8 890 €,06.04.2018,47 763 km,Essence,Boite de vitesse manuelle,69 CV / 51 kW,3,Citadine,3,4,Blanc,Tissu (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/fiat-500/id/edea8b69-3076-492a-9f72-db67daa46006/?financePeriod=84&cashAmount=50000&impression_id=ZTcwNGU3ODYtZGU5My00MmU3LTk5MWMtNzlhNTE0NjgwYmRmKzE3NDQxODE4MTk3Nzk%3D
2025-04-09,Hyundai Tucson,1.6 CRDi Hybrid 48V Creative,16 590 €,12.05.2020,96 803 km,Diesel,Boite de vitesse manuelle,115 CV / 85 kW,1,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,135 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/hyundai-tucson/id/f708d6b5-2b80-4686-9d5e-48cc7917cdd0/?financePeriod=84&cashAmount=50000&impression_id=NzY2MDczYmYtOWJkOS00NzZlLWFjN2EtNzZlMmZmODYwNjc3KzE3NDQxODIxNzIzMTQ%3D
2025-04-09,Peugeot 3008,1.6 Hybrid4 GT Pack e-EAT8,27 890 €,09.06.2021,46 472 km,Hybride,Boite de vitesse automatique,300 CV / 220 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/peugeot-3008/id/0df03c0f-1001-4a8c-93a2-2cdce7c0b6cb/?financePeriod=84&cashAmount=50000
2025-04-09,Jeep Compass,1.3 GSE T4 Limited,20 990 €,26.02.2021,32 458 km,Essence,Boite de vitesse manuelle,131 CV / 96 kW,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/jeep-compass/id/9e67a277-d2bc-4dd9-b08a-eacbf552084c/?financePeriod=84&cashAmount=50000&impression_id=OWIxNjQ5NWUtMzdhNy00MTZlLTliNDktYzg0MWM0MDlhM2Y3KzE3NDQxODIwODgxNTY%3D
2025-04-09,BMW Série 2,Active Tourer 216d M Sport BVA6,17 990 €,04.04.2018,89 965 km,Diesel,Boite de vitesse automatique,116 CV / 85 kW,3,Monospace,5,7,Gris,Alcantara (Sellerie d'origine),EURO 6,124 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/bmw-serie-2/id/1fde9339-83d4-46f3-8353-79cbae720e47/?financePeriod=84&cashAmount=50000
2025-04-09,MINI Cabrio,Cooper S Finition JCW BVA7,22 990 €,29.10.2018,66 793 km,Essence,Boite de vitesse automatique,192 CV / 141 kW,3,Cabriolet,2,4,Vert,Cuir (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/mini-cabrio/id/f9c9d2ca-c146-48ee-b9f1-c594e45c7aba/?financePeriod=84&cashAmount=50000&impression_id=NmJmZGI0YTItMTk4OC00NjMxLWEzMTMtZDlkZDIwMTUzZjc0KzE3NDQxODE3MzQ0NTI%3D
2025-04-09,Peugeot 3008,1.5 Blue-HDi GT Line EAT8,18 990 €,26.02.2020,84 585 km,Diesel,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,98 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/peugeot-3008/id/d6ffa446-b516-43ec-9f14-fb2a0eb47620/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech GT EAT8,17 490 €,17.06.2021,36 411 km,Essence,Boite de vitesse automatique,131 CV / 96 kW,3,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/2b8216af-1d7b-42fe-8031-c052f5b0aa58/?financePeriod=84&cashAmount=50000&impression_id=MDRlNzlhYzQtNWU1ZC00MmQxLThlNzYtYmZkZmFkMzgzMjBmKzE3NDQxODIwMTk3NDg%3D
2025-04-09,Peugeot 2008,1.2 PureTech GT EAT8,17 990 €,16.06.2021,42 575 km,Essence,Boite de vitesse automatique,131 CV / 96 kW,1,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/e836266e-3d76-4f67-9e50-cee06b9ea356/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Mégane,1.3 TCe RS Line,17 390 €,02.10.2020,51 185 km,Essence,Boite de vitesse manuelle,140 CV / 103 kW,2,Berline,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-megane/id/3817c013-48ef-4f51-bde5-b6838b6f03bc/?financePeriod=84&cashAmount=50000
2025-04-09,Honda Civic,1.0 i-VTEC Exclusive Premium,16 690 €,12.03.2020,93 289 km,Essence,Boite de vitesse manuelle,126 CV / 93 kW,3,Berline,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,141 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/honda-civic/id/39a33df2-97aa-4552-bf63-e460c3bd8660/?financePeriod=84&cashAmount=50000&impression_id=MTc0MjNjODUtNTY2NC00YTkzLThhYWYtOWYyMjM5Y2RiMThkKzE3NDQxODIwMjQ5NDM%3D
2025-04-09,Smart forfour,0.9 Brabus,17 690 €,30.10.2017,55 049 km,Essence,Double embrayage / DCT,109 CV / 80 kW,2,Citadine,5,4,Gris,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/smart-forfour/id/e8b80e73-3ffa-4e9d-8146-43454b57c320/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Cross,1.0 TSI R-Line DSG,20 690 €,26.08.2022,52 740 km,Essence,Double embrayage / DCT,110 CV / 81 kW,2,SUV,5,5,Orange,Tissu (Sellerie d'origine),EURO 6,144 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/volkswagen-t-cross/id/3b4a06e8-8af5-4148-b0ef-79222af114da/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 308,1.2 PureTech GT EAT8,21 790 €,22.03.2023,19 101 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,1,Berline,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,132 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-308/id/44b9da37-f5a9-4c3e-97e6-eca9adf6059c/?financePeriod=84&cashAmount=50000&impression_id=NmFjZDFjZTctMjZjMy00Yjg4LTk3NmQtZWE3ZTU4NDE4MjRmKzE3NDQxODE5OTg3OTM%3D
2025-04-09,Opel Karl,1.0 Edition,6 890 €,19.06.2019,63 954 km,Essence,Boite de vitesse manuelle,73 CV / 54 kW,4,Citadine,5,4,Bleu,Tissu (Sellerie d'origine),EURO 6,114 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/opel-karl/id/688475ba-af3f-45e6-a16d-70df715764d5/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 3008,1.2 PureTech Allure EAT8,15 290 €,17.04.2019,67 873 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-3008/id/d07c7a26-68f7-444c-9ba2-bf97823ac647/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A3,Sportback 35 TFSI COD S Line S Tronic 7,22 890 €,30.08.2019,54 821 km,Essence,Double embrayage / DCT,150 CV / 110 kW,5,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,113 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/audi-a-3/id/52b5c48b-0112-4f36-bcaa-60acdcbf6719/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 5008,1.2 PureTech Allure Pack,20 990 €,18.03.2021,50 414 km,Essence,Boite de vitesse manuelle,130 CV / 96 kW,1,SUV,5,7,Gris,Tissu (Sellerie d'origine),EURO 6,145 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-5008/id/8400c790-061c-48bb-b92e-db1d38add604/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen Tiguan,2.0 TDI BlueMotion Tech Confortline DSG7,21 390 €,30.09.2019,66 431 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,123 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/volkswagen-tiguan/id/957623e8-6a49-4339-a35f-fe8cbe0f0d1e/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A4,30 TDI S Line S Tronic,27 790 €,23.03.2021,81 784 km,Diesel,Double embrayage / DCT,136 CV / 100 kW,2,Berline,4,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/audi-a-4/id/ebaf3761-82d2-407b-9925-8e0d0633b4bd/?financePeriod=84&cashAmount=50000
2025-04-09,DS Automobiles DS7 Crossback,1.6 PureTech Performance Line + Automatique,19 390 €,17.04.2018,94 932 km,Essence,Boite de vitesse automatique,225 CV / 165 kW,4,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,134 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/ds-automobiles-ds-7-crossback/id/c1fc9075-4488-4c4d-90ab-8c08dc64d28a/?financePeriod=84&cashAmount=50000
2025-04-09,Seat Ateca,1.4 EcoTSI ACT Style DSG7,18 090 €,29.08.2018,90 150 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,124 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/seat-ateca/id/dc959583-c8fa-49a0-a588-aa34e673888e/?financePeriod=84&cashAmount=50000&impression_id=ZmRhOWFlZTktOWMyZi00ZWNhLTkzNmEtMjJmN2E2NzU4ZjYxKzE3NDQxODIwMDkzOTk%3D
2025-04-09,Citroen C4 Grand Picasso,1.2 PureTech Feel,10 990 €,01.02.2017,78 831 km,Essence,Boite de vitesse manuelle,131 CV / 96 kW,1,Monospace,5,7,Rouge,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/citroen-c-4-grand-picasso/id/e32a0857-a891-4bc2-98a6-2a3a18e9f30d/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 208,1.5 Blue-HDi Allure,11 190 €,28.08.2019,72 417 km,Diesel,Boite de vitesse manuelle,100 CV / 75 kW,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,86 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/peugeot-208/id/f091b9a6-34d7-4e1e-a21a-82e703852f43/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Sandero,Stepway 1.0 TCe Expression,14 990 €,02.06.2023,29 916 km,Essence,Boite de vitesse manuelle,91 CV / 67 kW,1,Citadine,5,5,Orange,Tissu (Sellerie d'origine),EURO 6,128 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-sandero/id/2975750f-ca61-4c16-8e00-ba7e2d284a1b/?financePeriod=84&cashAmount=50000&impression_id=NjEyNGY1MjktODg2Ny00MjJjLWFjNGUtMGNlYjg4NjRkYTVhKzE3NDQxODE3NTA0NDI%3D
2025-04-09,MINI Cabrio,Cooper S Finition JCW BVA7,22 990 €,29.10.2018,66 793 km,Essence,Boite de vitesse automatique,192 CV / 141 kW,3,Cabriolet,2,4,Vert,Cuir (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/mini-cabrio/id/f9c9d2ca-c146-48ee-b9f1-c594e45c7aba/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C4,1.2 PureTech Shine BV6,14 090 €,13.03.2021,38 355 km,Essence,Boite de vitesse manuelle,131 CV / 96 kW,1,Berline,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,123 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/citroen-c-4/id/2077003c-99f5-461c-9ede-75792c10525e/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 3008,1.5 Blue-HDi Active Business EAT8,16 690 €,28.06.2018,75 221 km,Diesel,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,101 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/peugeot-3008/id/5ebacd16-6118-4c2a-8845-4b651f569f60/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Roc,1.5 TSI EVO Carat DSG7,22 290 €,18.01.2019,54 751 km,Essence,Boite de vitesse automatique,150 CV / 110 kW,2,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,127 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-t-roc/id/5c7a6cc5-0ba7-49ab-85f2-196c4eea077d/?financePeriod=84&cashAmount=50000&impression_id=MDliNzY2NzMtOTg3NC00Mzk5LWIzMGUtMjM2MDJiOTdlY2U5KzE3NDQxODE4NjczNjc%3D
2025-04-09,Peugeot 5008,1.2 PureTech Allure Business EAT8,15 990 €,10.01.2019,89 168 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,7,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-5008/id/6ad12e72-cfb1-45ea-b405-b5cd5c7736ec/?financePeriod=84&cashAmount=50000
2025-04-09,Honda Civic,1.6 i-DTEC Exclusive AT,16 390 €,05.12.2019,57 096 km,Diesel,Boite de vitesse automatique,120 CV / 88 kW,2,Berline,4,5,Blanc,Cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/honda-civic/id/d615f572-e08b-40d3-b1c1-6f2a6e3c593f/?financePeriod=84&cashAmount=50000&impression_id=MmI3ZTQyMDMtMWUyZC00MDFlLWE1M2ItNjQ1NzFlNWMzOTNiKzE3NDQxODIwOTM0NTU%3D
2025-04-09,Mercedes-Benz Classe GLB,200 d AMG Line,35 890 €,29.10.2020,84 611 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,4,SUV,5,7,Noir,Mi-cuir (Sellerie d'origine),EURO 6,151 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/mercedes-benz-classe-glb/id/6efbebe8-5953-4123-a03b-9ad9ff9d5df6/?financePeriod=84&cashAmount=50000
2025-04-09,Alfa Romeo Giulietta,1.6 JTDM Super,12 990 €,29.06.2018,62 354 km,Diesel,Boite de vitesse manuelle,120 CV / 88 kW,Inconnu,Berline,5,5,Rouge,Tissu (Pas de sellerie d'origine),EURO 6,103 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/alfa-romeo-giulietta/id/87280e50-4d9f-43e3-a940-a406b02175ee/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Arkana,1.3 TCe RS Line EDC,21 990 €,02.12.2022,37 182 km,Essence,Double embrayage / DCT,140 CV / 103 kW,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,132 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-arkana/id/52e87163-add8-4302-84e4-19041ce3c302/?financePeriod=84&cashAmount=50000&impression_id=MzllZDA5NTQtYTU2Ny00YjEzLTllODgtNjljY2Q0ODhmODljKzE3NDQxODE4NjIwMzU%3D
2025-04-09,Mercedes-Benz Classe A Berline,180 Progressive Line 7G-DCT,23 190 €,22.02.2021,48 651 km,Essence,Double embrayage / DCT,136 CV / 100 kW,2,Berline,4,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/mercedes-benz-classe-a-berline/id/7c75b217-0d71-445d-aebe-491bccfe9628/?financePeriod=84&cashAmount=50000&impression_id=NWY5OTEyMGUtMjk4My00ZDMwLThkOTMtNzhlYjk1ZDRmM2M5KzE3NDQxODE4NDYyMjE%3D
2025-04-09,Citroen Berlingo,Multispace Taille XL 1.5 Blue-HDi Shine BV6,20 390 €,15.12.2019,62 688 km,Diesel,Boite de vitesse manuelle,131 CV / 96 kW,2,Monospace,5,7,Rouge,Tissu (Sellerie d'origine),EURO 6,114 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/citroen-berlingo/id/f4087cb5-15c3-4af3-8e92-0f45060526e9/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 208,1.2 PureTech Active Pack,11 690 €,11.07.2022,54 882 km,Essence,Boite de vitesse manuelle,75 CV / 55 kW,Inconnu,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,119 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-208/id/c21160bb-880f-4584-9628-88fde3fb56e3/?financePeriod=84&cashAmount=50000&impression_id=MzM0MTkzNTAtNTcwZS00YzgxLWJkZGItMmVjYWIzYmIyYTZkKzE3NDQxODE4OTg5MzA%3D
2025-04-09,Peugeot 2008,1.2 PureTech Allure,11 790 €,27.12.2019,15 529 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,Inconnu,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/5b504a01-f2ed-4c79-bf43-f61123497314/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Cross,1.0 TSI R-Line DSG,18 890 €,29.11.2019,40 339 km,Essence,Boite de vitesse automatique,115 CV / 85 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,107 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-t-cross/id/e4594267-682d-436b-8931-43b5807fa850/?financePeriod=84&cashAmount=50000&impression_id=MzI3YmMzODctZTQ2NC00ODZkLWEzYWQtNTBkZjRiYjUzYWVkKzE3NDQxODIxNjcxNDQ%3D
2025-04-09,DS Automobiles DS7 Crossback,1.6 PureTech Performance Line Automatique,24 790 €,26.06.2020,41 861 km,Essence,Boite de vitesse automatique,180 CV / 133 kW,Inconnu,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,119 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ds-automobiles-ds-7-crossback/id/fed96d4e-3a32-4eab-bcdc-091f36dd619d/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Twingo,0.9 TCe Intens EDC,12 590 €,23.07.2020,48 887 km,Essence,Double embrayage / DCT,92 CV / 68 kW,1,Citadine,5,4,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-twingo/id/5afa1fee-23b4-4eb9-862c-24cb8a7fb87d/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech Allure Business,14 890 €,24.02.2020,38 705 km,Essence,Boite de vitesse manuelle,131 CV / 96 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,102 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/05dfc7bf-bf85-418c-bfbd-ae81c2e99668/?financePeriod=84&cashAmount=50000
